date,hour,demand,temp,is_holiday
2023-03-13 18:00:00,18,117,22.324651627824633,0
2023-03-13 19:00:00,19,103,23.812533688262377,0
2023-03-13 20:00:00,20,75,21.13857864654013,0
2023-03-13 21:00:00,21,85,17.55514665673528,0
2023-03-13 22:00:00,22,61,14.515249083789781,0
2023-03-13 23:00:00,23,69,14.853353345296725,0
2023-03-14 00:00:00,0,63,9.368279895300663,0
2023-03-14 01:00:00,1,79,8.793180579328002,0
2023-03-14 02:00:00,2,64,7.983786986479144,1
2023-03-14 03:00:00,3,71,10.510687662380972,0
2023-03-14 04:00:00,4,84,9.163959937937097,0
2023-03-14 05:00:00,5,93,11.560447827104037,0
2023-03-14 06:00:00,6,117,13.588488875545604,0
2023-03-14 07:00:00,7,106,16.890592884306876,0
2023-03-14 08:00:00,8,124,17.025251107192048,0
2023-03-14 09:00:00,9,134,22.76260043509974,0
2023-03-14 10:00:00,10,162,27.494607301329356,0
2023-03-14 11:00:00,11,175,27.342050556499,0
2023-03-14 12:00:00,12,158,31.742896327447028,0
2023-03-14 13:00:00,13,156,32.32725463464453,0
2023-03-14 14:00:00,14,153,31.55547009449571,0
2023-03-14 15:00:00,15,156,29.80862994816445,0
2023-03-14 16:00:00,16,125,28.70525481433527,0
2023-03-14 17:00:00,17,125,28.598667356591996,0
2023-03-14 18:00:00,18,119,24.216658780991935,0
2023-03-14 19:00:00,19,102,18.82314894809028,0
2023-03-14 20:00:00,20,86,20.98400810820592,0
2023-03-14 21:00:00,21,84,15.14967228910485,0
2023-03-14 22:00:00,22,39,13.075717543619234,0
2023-03-14 23:00:00,23,68,12.929380084126104,0
2023-03-15 00:00:00,0,53,11.149496207048673,1
2023-03-15 01:00:00,1,43,7.516590524478056,0
2023-03-15 02:00:00,2,71,10.330983128266281,0
2023-03-15 03:00:00,3,88,12.273021058831414,1
2023-03-15 04:00:00,4,83,9.083062821624049,1
2023-03-15 05:00:00,5,106,15.473898849832043,0
2023-03-15 06:00:00,6,126,11.879658349740112,0
2023-03-15 07:00:00,7,136,21.646457837716703,0
2023-03-15 08:00:00,8,151,19.177479139033032,0
2023-03-15 09:00:00,9,152,22.87942444467899,0
2023-03-15 10:00:00,10,154,21.21593285502866,0
2023-03-15 11:00:00,11,142,26.946795678926858,0
2023-03-15 12:00:00,12,157,29.11721839328077,0
2023-03-15 13:00:00,13,149,29.48693405469169,1
2023-03-15 14:00:00,14,175,28.873837845895252,0
2023-03-15 15:00:00,15,143,27.76612922583505,0
2023-03-15 16:00:00,16,136,30.92130727691901,1
2023-03-15 17:00:00,17,128,27.132682081861375,0
2023-03-15 18:00:00,18,110,28.081504753033546,0
2023-03-15 19:00:00,19,114,21.53522574143536,0
2023-03-15 20:00:00,20,78,19.130410613255567,0
2023-03-15 21:00:00,21,76,19.042998038167116,0
2023-03-15 22:00:00,22,59,11.754050075992875,0
2023-03-15 23:00:00,23,48,10.502005467828681,0
2023-03-16 00:00:00,0,54,13.53471590486194,0
2023-03-16 01:00:00,1,61,7.996873878662928,0
2023-03-16 02:00:00,2,62,6.361897969394905,0
2023-03-16 03:00:00,3,67,14.077796113255499,0
2023-03-16 04:00:00,4,71,8.552110666407204,0
2023-03-16 05:00:00,5,96,13.297170984790863,0
2023-03-16 06:00:00,6,95,15.138170385448543,0
2023-03-16 07:00:00,7,130,11.790552915738626,0
2023-03-16 08:00:00,8,136,19.46536595366438,0
2023-03-16 09:00:00,9,130,23.485016949983425,0
2023-03-16 10:00:00,10,150,25.70861876303772,0
2023-03-16 11:00:00,11,150,28.878109179472478,0
2023-03-16 12:00:00,12,163,27.885271408033518,0
2023-03-16 13:00:00,13,171,31.084267147075003,0
2023-03-16 14:00:00,14,134,28.621341863839856,0
2023-03-16 15:00:00,15,146,26.83832343006513,0
2023-03-16 16:00:00,16,133,26.064797286481923,0
2023-03-16 17:00:00,17,129,24.146846901474646,0
2023-03-16 18:00:00,18,112,27.01917193578239,0
2023-03-16 19:00:00,19,89,19.559043432908098,0
2023-03-16 20:00:00,20,82,20.548077681298608,1
2023-03-16 21:00:00,21,66,16.879961160829925,0
2023-03-16 22:00:00,22,77,14.794702853098741,0
2023-03-16 23:00:00,23,62,15.656146778533927,0
2023-03-17 00:00:00,0,79,10.462891227725066,0
2023-03-17 01:00:00,1,61,11.563944860208684,0
2023-03-17 02:00:00,2,59,10.075126702762223,0
2023-03-17 03:00:00,3,59,10.036703925843922,0
2023-03-17 04:00:00,4,67,15.939684210928561,0
2023-03-17 05:00:00,5,81,10.046248696703785,0
2023-03-17 06:00:00,6,112,17.57826367087489,0
2023-03-17 07:00:00,7,128,18.724622679954738,0
2023-03-17 08:00:00,8,119,19.04095001073643,0
2023-03-17 09:00:00,9,154,25.84682748590843,0
2023-03-17 10:00:00,10,148,21.303779775222928,1
2023-03-17 11:00:00,11,160,26.027534497267332,0
2023-03-17 12:00:00,12,176,26.243289629306233,0
2023-03-17 13:00:00,13,167,30.4834251926336,0
2023-03-17 14:00:00,14,150,27.773871797625645,0
2023-03-17 15:00:00,15,136,30.52538615637332,0
2023-03-17 16:00:00,16,113,28.28738120620128,0
2023-03-17 17:00:00,17,116,26.112359926553307,0
2023-03-17 18:00:00,18,108,25.77729449206662,0
2023-03-17 19:00:00,19,87,22.050947203149082,0
2023-03-17 20:00:00,20,84,17.822730313881923,0
2023-03-17 21:00:00,21,75,23.01455552824475,0
2023-03-17 22:00:00,22,64,14.025665633941715,0
2023-03-17 23:00:00,23,55,8.4937140278305,0
2023-03-18 00:00:00,0,62,9.655548582712836,0
2023-03-18 01:00:00,1,66,7.806188360363857,0
2023-03-18 02:00:00,2,56,11.652291232081032,0
2023-03-18 03:00:00,3,89,10.98404705629249,0
2023-03-18 04:00:00,4,84,12.137171565736303,0
2023-03-18 05:00:00,5,97,12.188887256460037,0
2023-03-18 06:00:00,6,117,14.441299505886157,0
2023-03-18 07:00:00,7,125,16.669947341759457,0
2023-03-18 08:00:00,8,144,19.83761363172906,0
2023-03-18 09:00:00,9,148,24.258857321754878,0
2023-03-18 10:00:00,10,147,25.672150825010693,0
2023-03-18 11:00:00,11,162,28.071293471107207,0
2023-03-18 12:00:00,12,149,29.65937185434279,0
2023-03-18 13:00:00,13,159,31.428143137654157,0
2023-03-18 14:00:00,14,153,30.576300083080508,0
2023-03-18 15:00:00,15,143,30.37695440824852,1
2023-03-18 16:00:00,16,134,31.0378665202307,0
2023-03-18 17:00:00,17,104,25.74097597585925,0
2023-03-18 18:00:00,18,105,23.288514840096987,0
2023-03-18 19:00:00,19,98,20.2163472526515,0
2023-03-18 20:00:00,20,87,20.365829127240513,0
2023-03-18 21:00:00,21,64,13.704345066536543,0
2023-03-18 22:00:00,22,79,15.924308192119359,0
2023-03-18 23:00:00,23,53,12.710545999133423,0
2023-03-19 00:00:00,0,70,13.609025361797727,0
2023-03-19 01:00:00,1,66,8.996907116179337,0
2023-03-19 02:00:00,2,60,9.593363429164986,0
2023-03-19 03:00:00,3,92,12.585148403696055,0
2023-03-19 04:00:00,4,73,14.106017255711919,0
2023-03-19 05:00:00,5,106,11.568627456630885,0
2023-03-19 06:00:00,6,120,15.36356246517432,0
2023-03-19 07:00:00,7,116,18.00064750434289,1
2023-03-19 08:00:00,8,149,20.747306811242296,0
2023-03-19 09:00:00,9,143,22.06303913239396,1
2023-03-19 10:00:00,10,156,27.56276679624727,0
2023-03-19 11:00:00,11,161,23.291660844622385,0
2023-03-19 12:00:00,12,159,27.81799356824222,0
2023-03-19 13:00:00,13,167,30.555119728436576,0
2023-03-19 14:00:00,14,161,30.914449623898687,0
2023-03-19 15:00:00,15,128,32.36477632412021,0
2023-03-19 16:00:00,16,148,31.056704824246964,0
2023-03-19 17:00:00,17,106,26.49998456125103,0
2023-03-19 18:00:00,18,120,27.59974248706121,0
2023-03-19 19:00:00,19,108,21.160106963470298,0
2023-03-19 20:00:00,20,74,21.861774765583675,0
2023-03-19 21:00:00,21,71,21.03285450581678,0
2023-03-19 22:00:00,22,56,17.42988821370994,0
2023-03-19 23:00:00,23,60,13.140472955182775,0
2023-03-20 00:00:00,0,57,10.676188418611368,0
2023-03-20 01:00:00,1,70,7.283559144590745,0
2023-03-20 02:00:00,2,80,10.621079275828407,0
2023-03-20 03:00:00,3,89,8.11030728116748,0
2023-03-20 04:00:00,4,80,9.753476634927742,0
2023-03-20 05:00:00,5,95,10.547440586661182,0
2023-03-20 06:00:00,6,93,14.07921533468669,0
2023-03-20 07:00:00,7,115,17.35587072000083,0
2023-03-20 08:00:00,8,145,20.547229162331412,0
2023-03-20 09:00:00,9,162,21.38717718019728,0
2023-03-20 10:00:00,10,141,27.138567412790366,0
2023-03-20 11:00:00,11,153,26.654657295885542,0
2023-03-20 12:00:00,12,160,27.084809171313346,0
2023-03-20 13:00:00,13,161,30.111842797377555,0
2023-03-20 14:00:00,14,145,33.92710566708763,1
2023-03-20 15:00:00,15,150,30.329579395960916,1
2023-03-20 16:00:00,16,131,27.934542783097175,0
2023-03-20 17:00:00,17,123,24.01614509962807,0
2023-03-20 18:00:00,18,116,24.56117535805586,0
2023-03-20 19:00:00,19,97,23.05804670120144,0
2023-03-20 20:00:00,20,81,19.22483821748886,0
2023-03-20 21:00:00,21,74,14.081040272492793,0
2023-03-20 22:00:00,22,66,13.298869220993137,1
2023-03-20 23:00:00,23,58,15.838009109910043,0
2023-03-21 00:00:00,0,58,14.207747969616534,0
2023-03-21 01:00:00,1,78,8.56746339870012,0
2023-03-21 02:00:00,2,73,11.345513574398844,0
2023-03-21 03:00:00,3,72,7.98359616756897,0
2023-03-21 04:00:00,4,92,14.14837852614552,0
2023-03-21 05:00:00,5,94,13.419403883922998,0
2023-03-21 06:00:00,6,122,16.89928299723307,0
2023-03-21 07:00:00,7,127,13.981622854609716,0
2023-03-21 08:00:00,8,134,21.355274203849778,0
2023-03-21 09:00:00,9,150,22.5728423236562,0
2023-03-21 10:00:00,10,138,26.703858141581684,0
2023-03-21 11:00:00,11,147,28.900803408061176,0
2023-03-21 12:00:00,12,148,28.791823416793886,0
2023-03-21 13:00:00,13,160,28.45759898469885,0
2023-03-21 14:00:00,14,171,31.559392364358988,0
2023-03-21 15:00:00,15,168,29.538949264080426,1
2023-03-21 16:00:00,16,142,26.914684130789105,0
2023-03-21 17:00:00,17,128,25.230763348950106,0
2023-03-21 18:00:00,18,92,22.045671167375236,0
2023-03-21 19:00:00,19,92,21.56760813189908,0
2023-03-21 20:00:00,20,78,22.205384092148755,0
2023-03-21 21:00:00,21,69,17.767469148385658,0
2023-03-21 22:00:00,22,65,13.940464588153922,0
2023-03-21 23:00:00,23,57,14.538644064494687,0
2023-03-22 00:00:00,0,41,9.674792718708835,1
2023-03-22 01:00:00,1,70,10.531442285774874,0
2023-03-22 02:00:00,2,56,9.640739254548969,0
2023-03-22 03:00:00,3,78,11.899002988286021,0
2023-03-22 04:00:00,4,106,8.185289220316612,0
2023-03-22 05:00:00,5,88,11.228536696505213,1
2023-03-22 06:00:00,6,85,11.723508681810934,0
2023-03-22 07:00:00,7,121,16.892616105356254,0
2023-03-22 08:00:00,8,147,22.42285500726486,1
2023-03-22 09:00:00,9,165,21.577296031718152,0
2023-03-22 10:00:00,10,142,23.978632123608698,0
2023-03-22 11:00:00,11,164,28.81451666023375,0
2023-03-22 12:00:00,12,156,30.797353154754987,0
2023-03-22 13:00:00,13,158,29.482116128353102,0
2023-03-22 14:00:00,14,180,31.369429708099783,0
2023-03-22 15:00:00,15,131,27.50534918113479,0
2023-03-22 16:00:00,16,138,31.416202705695216,0
2023-03-22 17:00:00,17,128,31.36848039973958,0
2023-03-22 18:00:00,18,121,26.04243158237745,0
2023-03-22 19:00:00,19,99,18.41952720833961,0
2023-03-22 20:00:00,20,89,18.883539475204433,0
2023-03-22 21:00:00,21,71,18.637460192313434,0
2023-03-22 22:00:00,22,70,14.157034005667278,0
2023-03-22 23:00:00,23,59,15.473329296634724,0
2023-03-23 00:00:00,0,67,12.516060491027343,0
2023-03-23 01:00:00,1,59,8.927790735577723,0
2023-03-23 02:00:00,2,71,10.064529621542505,0
2023-03-23 03:00:00,3,75,8.553075295831137,0
2023-03-23 04:00:00,4,97,10.974576205330731,0
2023-03-23 05:00:00,5,97,11.819745707269421,0
2023-03-23 06:00:00,6,93,17.349523600466078,0
2023-03-23 07:00:00,7,136,21.643833662636784,0
2023-03-23 08:00:00,8,127,17.137623333528495,0
2023-03-23 09:00:00,9,139,18.7417578786057,0
2023-03-23 10:00:00,10,148,24.509655156297228,0
2023-03-23 11:00:00,11,173,24.03423641420811,0
2023-03-23 12:00:00,12,139,28.75267724518622,0
2023-03-23 13:00:00,13,190,31.157130490502535,0
2023-03-23 14:00:00,14,165,32.98828379453365,0
2023-03-23 15:00:00,15,148,30.062047380321243,0
2023-03-23 16:00:00,16,135,28.27394358814523,0
2023-03-23 17:00:00,17,126,23.114297978719307,1
2023-03-23 18:00:00,18,116,25.052370298371596,0
2023-03-23 19:00:00,19,104,22.73076497212413,0
2023-03-23 20:00:00,20,91,21.27791362842549,1
2023-03-23 21:00:00,21,76,15.994833345916609,0
2023-03-23 22:00:00,22,65,14.129894799528284,0
2023-03-23 23:00:00,23,61,9.97292767752616,0
2023-03-24 00:00:00,0,59,6.757160348387482,0
2023-03-24 01:00:00,1,74,8.12374755551575,0
2023-03-24 02:00:00,2,73,6.859348371493967,0
2023-03-24 03:00:00,3,46,11.014166327950539,0
2023-03-24 04:00:00,4,92,10.303477848821899,0
2023-03-24 05:00:00,5,100,11.852457927984947,0
2023-03-24 06:00:00,6,111,13.031173907649576,0
2023-03-24 07:00:00,7,120,10.946678683949926,0
2023-03-24 08:00:00,8,147,23.016621497495102,0
2023-03-24 09:00:00,9,156,20.58764940547163,1
2023-03-24 10:00:00,10,146,24.175159860300187,0
2023-03-24 11:00:00,11,163,24.161283481286855,0
2023-03-24 12:00:00,12,151,30.604114724725655,0
2023-03-24 13:00:00,13,145,29.94611613696533,0
2023-03-24 14:00:00,14,148,28.347269429468263,0
2023-03-24 15:00:00,15,155,28.87479904020263,0
2023-03-24 16:00:00,16,145,32.01661388209413,1
2023-03-24 17:00:00,17,129,26.92512894810292,0
2023-03-24 18:00:00,18,118,24.63653292476819,0
2023-03-24 19:00:00,19,103,20.705427478746678,0
2023-03-24 20:00:00,20,79,16.210837699055393,0
2023-03-24 21:00:00,21,80,17.0917322018161,0
2023-03-24 22:00:00,22,76,15.650970224649239,0
2023-03-24 23:00:00,23,70,15.128101116789868,0
2023-03-25 00:00:00,0,73,6.842752893156302,1
2023-03-25 01:00:00,1,70,8.090549083063259,0
2023-03-25 02:00:00,2,71,8.8385178188871,0
2023-03-25 03:00:00,3,86,10.333780039962914,0
2023-03-25 04:00:00,4,86,11.049678579098769,0
2023-03-25 05:00:00,5,89,12.685554816759986,0
2023-03-25 06:00:00,6,109,15.81619211713989,0
2023-03-25 07:00:00,7,116,15.605223327416576,0
2023-03-25 08:00:00,8,129,21.86828288446739,0
2023-03-25 09:00:00,9,145,23.45509533442417,0
2023-03-25 10:00:00,10,146,24.36033547174384,0
2023-03-25 11:00:00,11,156,30.272883795643306,0
2023-03-25 12:00:00,12,142,31.77308610898792,0
2023-03-25 13:00:00,13,161,31.5250489732783,0
2023-03-25 14:00:00,14,154,23.962886458864414,0
2023-03-25 15:00:00,15,138,32.817148448326634,0
2023-03-25 16:00:00,16,143,30.249771082788257,0
2023-03-25 17:00:00,17,133,31.08388508729135,0
2023-03-25 18:00:00,18,95,27.474929183467076,0
2023-03-25 19:00:00,19,90,25.74487580601978,0
2023-03-25 20:00:00,20,78,21.757309700360757,0
2023-03-25 21:00:00,21,66,20.109195946265814,0
2023-03-25 22:00:00,22,76,18.988247481468882,0
2023-03-25 23:00:00,23,61,13.36204166489094,0
2023-03-26 00:00:00,0,58,8.195284873999354,0
2023-03-26 01:00:00,1,43,9.725819937079033,0
2023-03-26 02:00:00,2,74,10.779891198766874,0
2023-03-26 03:00:00,3,63,10.490516905852433,0
2023-03-26 04:00:00,4,87,8.846622029836762,0
2023-03-26 05:00:00,5,101,9.666796937744566,0
2023-03-26 06:00:00,6,125,13.517674662730341,0
2023-03-26 07:00:00,7,111,19.027288660943096,0
2023-03-26 08:00:00,8,106,23.16067954164594,0
2023-03-26 09:00:00,9,148,24.421325678580608,0
2023-03-26 10:00:00,10,172,27.11485457422827,1
2023-03-26 11:00:00,11,172,26.90943666553836,0
2023-03-26 12:00:00,12,163,25.176089122432458,0
2023-03-26 13:00:00,13,154,28.74881710112527,0
2023-03-26 14:00:00,14,162,29.482471176255242,0
2023-03-26 15:00:00,15,137,28.665153289219315,0
2023-03-26 16:00:00,16,141,28.769643768593642,0
2023-03-26 17:00:00,17,129,27.953907331651376,0
2023-03-26 18:00:00,18,122,26.706030376486996,0
2023-03-26 19:00:00,19,126,22.031950722292542,0
2023-03-26 20:00:00,20,90,16.192481188710815,0
2023-03-26 21:00:00,21,71,16.44605411039252,0
2023-03-26 22:00:00,22,68,15.087420793983972,0
2023-03-26 23:00:00,23,45,15.374548032401345,0
2023-03-27 00:00:00,0,54,10.204130277787401,0
2023-03-27 01:00:00,1,59,11.36582899390812,0
2023-03-27 02:00:00,2,63,10.580175799270865,0
2023-03-27 03:00:00,3,77,10.428542803356095,0
2023-03-27 04:00:00,4,78,13.200812600804797,0
2023-03-27 05:00:00,5,109,11.607249794629363,0
2023-03-27 06:00:00,6,111,13.849627100712967,0
2023-03-27 07:00:00,7,124,17.388007902786338,0
2023-03-27 08:00:00,8,133,18.7197069898126,0
2023-03-27 09:00:00,9,148,23.604215033134405,0
2023-03-27 10:00:00,10,163,23.573615391267733,0
2023-03-27 11:00:00,11,151,27.523676227355743,0
2023-03-27 12:00:00,12,155,28.459908500270874,0
2023-03-27 13:00:00,13,156,30.089110192444092,0
2023-03-27 14:00:00,14,141,29.08051720987392,0
2023-03-27 15:00:00,15,138,28.98108167383703,0
2023-03-27 16:00:00,16,131,28.85227257383849,0
2023-03-27 17:00:00,17,133,27.475216824188102,0
2023-03-27 18:00:00,18,114,24.991596169217686,0
2023-03-27 19:00:00,19,100,25.998915164051375,0
2023-03-27 20:00:00,20,95,18.018526162517432,0
2023-03-27 21:00:00,21,75,17.283401959069362,0
2023-03-27 22:00:00,22,72,11.852741955766035,0
2023-03-27 23:00:00,23,62,13.6730951454693,0
2023-03-28 00:00:00,0,64,9.109252889401985,0
2023-03-28 01:00:00,1,57,9.784121225356165,0
2023-03-28 02:00:00,2,44,9.255871349337347,0
2023-03-28 03:00:00,3,75,10.90252399031166,0
2023-03-28 04:00:00,4,101,10.234164127065254,0
2023-03-28 05:00:00,5,108,11.73832079274656,0
2023-03-28 06:00:00,6,121,17.871712928171796,0
2023-03-28 07:00:00,7,137,17.980943129923848,0
2023-03-28 08:00:00,8,137,18.877898295955465,0
2023-03-28 09:00:00,9,149,22.086523107402744,0
2023-03-28 10:00:00,10,148,28.29070990454149,0
2023-03-28 11:00:00,11,156,26.60073805536328,0
2023-03-28 12:00:00,12,168,27.28170079153961,0
2023-03-28 13:00:00,13,172,28.289265962637895,0
2023-03-28 14:00:00,14,153,28.901747038020844,0
2023-03-28 15:00:00,15,142,28.470262818037238,0
2023-03-28 16:00:00,16,136,26.100958341145905,0
2023-03-28 17:00:00,17,130,24.82266761797152,1
2023-03-28 18:00:00,18,97,23.34135925127726,0
2023-03-28 19:00:00,19,75,23.771332487931403,0
2023-03-28 20:00:00,20,81,19.237525425454255,0
2023-03-28 21:00:00,21,64,16.99748617078671,0
2023-03-28 22:00:00,22,63,17.540176050509796,0
2023-03-28 23:00:00,23,62,15.518946488011364,0
2023-03-29 00:00:00,0,57,10.775496075880143,0
2023-03-29 01:00:00,1,78,9.079014715742499,0
2023-03-29 02:00:00,2,71,8.271139372652925,0
2023-03-29 03:00:00,3,79,11.726293276525793,0
2023-03-29 04:00:00,4,93,10.930331495111039,0
2023-03-29 05:00:00,5,87,12.155942407488944,0
2023-03-29 06:00:00,6,122,13.372670849724894,0
2023-03-29 07:00:00,7,124,15.872476730952018,0
2023-03-29 08:00:00,8,143,20.640116382986488,0
2023-03-29 09:00:00,9,136,19.95731391925068,0
2023-03-29 10:00:00,10,139,26.989737387575875,0
2023-03-29 11:00:00,11,168,26.00337852423564,0
2023-03-29 12:00:00,12,165,28.3609821493408,0
2023-03-29 13:00:00,13,151,26.985302346609572,0
2023-03-29 14:00:00,14,146,29.97526812351527,0
2023-03-29 15:00:00,15,158,29.00261637750956,0
2023-03-29 16:00:00,16,125,28.560092840131457,0
2023-03-29 17:00:00,17,141,30.014485608589258,0
2023-03-29 18:00:00,18,103,25.35539609158048,0
2023-03-29 19:00:00,19,105,20.9988720827336,0
2023-03-29 20:00:00,20,83,18.577360178906865,0
2023-03-29 21:00:00,21,82,18.602071920802327,0
2023-03-29 22:00:00,22,63,17.59738658198685,0
2023-03-29 23:00:00,23,62,13.492768229636628,0
2023-03-30 00:00:00,0,62,12.717171451265152,0
2023-03-30 01:00:00,1,53,11.560217183782727,0
2023-03-30 02:00:00,2,76,12.838128826715042,1
2023-03-30 03:00:00,3,71,6.441561391657252,0
2023-03-30 04:00:00,4,84,12.674183840764671,0
2023-03-30 05:00:00,5,89,14.896404275941652,0
2023-03-30 06:00:00,6,86,12.322552587728854,0
2023-03-30 07:00:00,7,123,15.640473180961962,0
2023-03-30 08:00:00,8,161,18.298434502743692,0
2023-03-30 09:00:00,9,155,21.130610058270438,0
2023-03-30 10:00:00,10,155,24.03656589812895,0
2023-03-30 11:00:00,11,157,27.55627343797536,0
2023-03-30 12:00:00,12,162,30.391603340179124,0
2023-03-30 13:00:00,13,165,31.821892178427753,0
2023-03-30 14:00:00,14,143,28.324353877664436,0
2023-03-30 15:00:00,15,158,27.969852265484715,0
2023-03-30 16:00:00,16,144,31.291897717876836,0
2023-03-30 17:00:00,17,132,28.364555682702765,0
2023-03-30 18:00:00,18,116,25.165729683737993,0
2023-03-30 19:00:00,19,99,23.534863802135142,0
2023-03-30 20:00:00,20,93,19.94039243629712,1
2023-03-30 21:00:00,21,82,18.46097891507002,1
2023-03-30 22:00:00,22,65,14.327866606988522,0
2023-03-30 23:00:00,23,58,13.46654205701299,0
2023-03-31 00:00:00,0,63,8.318653861416621,0
2023-03-31 01:00:00,1,79,8.965173147458454,0
2023-03-31 02:00:00,2,56,8.645977646419313,0
2023-03-31 03:00:00,3,62,9.59196167069549,0
2023-03-31 04:00:00,4,88,9.486719452596118,0
2023-03-31 05:00:00,5,99,11.86184493648836,0
2023-03-31 06:00:00,6,113,11.971171875203758,0
2023-03-31 07:00:00,7,127,18.509210501764596,0
2023-03-31 08:00:00,8,135,19.83497296217721,0
2023-03-31 09:00:00,9,162,19.17777523547317,0
2023-03-31 10:00:00,10,139,23.330340178906653,0
2023-03-31 11:00:00,11,152,27.74427066698981,0
2023-03-31 12:00:00,12,161,27.574210145072804,0
2023-03-31 13:00:00,13,144,28.265375342614487,0
2023-03-31 14:00:00,14,153,29.850814645983846,0
2023-03-31 15:00:00,15,164,30.346453333247112,0
2023-03-31 16:00:00,16,137,25.78754912376607,0
2023-03-31 17:00:00,17,127,28.171324774301233,0
2023-03-31 18:00:00,18,99,23.399413436785245,0
2023-03-31 19:00:00,19,93,22.55233451452561,0
2023-03-31 20:00:00,20,83,19.92915971861698,0
2023-03-31 21:00:00,21,73,16.35767731249524,0
2023-03-31 22:00:00,22,81,12.952680507738574,0
2023-03-31 23:00:00,23,69,12.357559091950002,0
2023-04-01 00:00:00,0,51,14.590406580306002,0
2023-04-01 01:00:00,1,66,7.617391676182056,0
2023-04-01 02:00:00,2,74,13.38462603820975,0
2023-04-01 03:00:00,3,88,9.821299394956252,0
2023-04-01 04:00:00,4,103,11.410488796332892,0
2023-04-01 05:00:00,5,89,10.75551056536507,0
2023-04-01 06:00:00,6,104,13.457461166645038,0
2023-04-01 07:00:00,7,112,16.405990248898757,0
2023-04-01 08:00:00,8,135,17.908610058244175,0
2023-04-01 09:00:00,9,152,22.17035453628346,0
2023-04-01 10:00:00,10,165,24.185968216386456,0
2023-04-01 11:00:00,11,159,30.772630096736943,0
2023-04-01 12:00:00,12,159,26.328305666483462,0
2023-04-01 13:00:00,13,162,29.864639296387857,0
2023-04-01 14:00:00,14,147,30.49569256380365,0
2023-04-01 15:00:00,15,168,27.518617165587006,0
2023-04-01 16:00:00,16,121,30.033909028750067,0
2023-04-01 17:00:00,17,127,26.27441378610222,0
2023-04-01 18:00:00,18,132,20.015220696833865,0
2023-04-01 19:00:00,19,99,23.90788967523434,0
2023-04-01 20:00:00,20,85,17.76611823179527,0
2023-04-01 21:00:00,21,73,15.316259656696593,0
2023-04-01 22:00:00,22,67,16.3758041657848,0
2023-04-01 23:00:00,23,77,12.234609223297628,0
2023-04-02 00:00:00,0,40,13.175290263258614,0
2023-04-02 01:00:00,1,79,12.761073927839956,0
2023-04-02 02:00:00,2,54,8.710143079355404,0
2023-04-02 03:00:00,3,74,11.927266729019378,0
2023-04-02 04:00:00,4,83,9.82882435936985,0
2023-04-02 05:00:00,5,105,17.395164022398877,0
2023-04-02 06:00:00,6,96,13.61408599093757,0
2023-04-02 07:00:00,7,130,19.463984430894804,0
2023-04-02 08:00:00,8,157,21.687580051763153,0
2023-04-02 09:00:00,9,134,23.220366095243072,0
2023-04-02 10:00:00,10,157,23.658913677166634,0
2023-04-02 11:00:00,11,154,26.768272827982656,0
2023-04-02 12:00:00,12,166,24.35307781195528,0
2023-04-02 13:00:00,13,161,30.108098339655182,0
2023-04-02 14:00:00,14,149,30.69923066205677,0
2023-04-02 15:00:00,15,152,29.926257101013423,0
2023-04-02 16:00:00,16,155,22.713641695259273,0
2023-04-02 17:00:00,17,123,24.539794921685854,0
2023-04-02 18:00:00,18,119,23.503818034302675,0
2023-04-02 19:00:00,19,86,23.1715083174033,0
2023-04-02 20:00:00,20,78,20.57867781128597,0
2023-04-02 21:00:00,21,81,17.071361965032434,0
2023-04-02 22:00:00,22,84,16.270491073207918,0
2023-04-02 23:00:00,23,67,10.876447437528729,0
2023-04-03 00:00:00,0,59,12.560215973543606,0
2023-04-03 01:00:00,1,64,11.2902259467891,0
2023-04-03 02:00:00,2,56,10.75510946567582,0
2023-04-03 03:00:00,3,83,9.976660874938005,0
2023-04-03 04:00:00,4,96,15.001233611818138,0
2023-04-03 05:00:00,5,95,13.915323565114281,0
2023-04-03 06:00:00,6,107,13.063328273492882,0
2023-04-03 07:00:00,7,128,17.908420500446763,1
2023-04-03 08:00:00,8,133,21.504966754148438,0
2023-04-03 09:00:00,9,147,21.411973253176587,0
2023-04-03 10:00:00,10,176,27.178544493862198,0
2023-04-03 11:00:00,11,158,27.835135223297495,0
2023-04-03 12:00:00,12,159,23.975297362513693,0
2023-04-03 13:00:00,13,154,30.258602217566533,0
2023-04-03 14:00:00,14,163,29.18794169117457,0
2023-04-03 15:00:00,15,146,30.733617891974152,1
2023-04-03 16:00:00,16,131,30.548683718348016,0
2023-04-03 17:00:00,17,138,27.46139190614911,0
2023-04-03 18:00:00,18,126,28.33050446788939,0
2023-04-03 19:00:00,19,93,22.230776681898217,0
2023-04-03 20:00:00,20,69,21.249635646107752,0
2023-04-03 21:00:00,21,87,19.021694696249487,0
2023-04-03 22:00:00,22,62,14.805308062214538,1
2023-04-03 23:00:00,23,72,14.486480804090093,0
2023-04-04 00:00:00,0,43,10.150399987831275,0
2023-04-04 01:00:00,1,73,9.49560489906688,0
2023-04-04 02:00:00,2,57,7.375022619327375,0
2023-04-04 03:00:00,3,84,10.823559969849411,0
2023-04-04 04:00:00,4,87,11.990249313864302,0
2023-04-04 05:00:00,5,90,15.287458505292983,0
2023-04-04 06:00:00,6,108,16.582280008711766,0
